text,label
fokus sektor digital prioritas,positive
thank you so much,positive
ada pulsa ga kepake provider xl nominal k yuk jadiin uang,neutral
mentri bumn mengapresiasi transformasiluar dr dgn meluncurkansbg perusahaan aggre,positive
hai pulsa axis xl k ga,neutral
byu ilang mulu sinyalnya pas abis ujan cikarang barat kecewa sih fix mah ganti kartu lain soalnya ilangnya gak sebentar sampe jam full udah berturut,negative
hai kak maaf ya kak gak nyaman terkait kendala sinyal stabil yuk infoin nomor hp kejadian lokasi kel kec kota nomor berkendala via dm privasi aman tks sulis,positive
halo signalnya stabil sulit menghubungi temanteman dm mengatasinya,negative
hai kak nikman maaf ya kak gak nyaman terkait kendala sinyal stabil yuk infoin nomor hp nomor berkendala via dm privasi aman tks sulis,positive
sinyalmu parah banget tapaktuan terakhir ga stabil hilang parah,negative
anjeng,negative
hai kak maaf ya kak gak nyaman terkait kendala sinyal yuk infoin nomor hp kejadian lokasi kel kec kota nomor berkendala via dm privasi aman tks sulis,positive
halo admin kartu dr kemaren tulisannya emergency call only yaa gabisa dipake ngapain jadinya tolong solusinya,positive
min cek dm,neutral
he yo sobat gw rekomendasi suka banget internetan dimana aja aja orbit solusinya banyak keunggulannya mu lancar jaya,positive
tidak dm min,neutral
ini on internetnya cancel aja teknisinya,neutral
selamat pagi  udah bbrp sy tdk bs nonton tv krn jaringannyatlg bantu perbaikin doangsy nonton drakor lgmksh,positive
min pelaporan cancel tidak wifi normal,negative
iya bersedia tolong diagendakan visitnya,neutral
permisi minini dr semalem los nya nyala mulu ya gaada koneksi pelanggan,negative
koneksi sehat hampir semiinggu koneksi ganjangganjing ,neutral
team mengupayakan perbaikan secepatnya terkait penyesuaian tagihan k,neutral
kok down min status cek  perbaikan mundur tgl selesai,negative
id pelanggan saya berhenti berlangganan  mohon diproses trims,negative
 sekarang sering gada koneksi internetnyaa asuuuu bbgttt cape kalo pas main ml tbtb ngelagg tolong ,negative
min gangguan,negative
tgl gak ta keburu butuh banget yaallah,negative
aplikasi menonton chanel galaxy galaxy premium televisi ,positive
caranya gimana,neutral
halo min udh dpt sms dr  udh tp wifi ku terdeteksi reply donggg,neutral
tolong diperbaikin jaringan internet pagi gabisa ampe udah ganti kerjaan no pelanggan ,positive
langsung copot aja perbesok tgl ga,negative
tolong min cek secapatnya ga jaringannya warna merah ngedip ngedil tolong diperbaiki secepatnya,negative
hari wifi mati aja pdhl butuh bgt feedback dr bayar perbulan tu gini ya id ,neutral
tolong dicek secepatnya,neutral
knp tgl knp ga besok aja tgl ,neutral
iya bisa secepatnya,neutral
kalo emg diwilayah udh ga mendukung jaringan  copot aja deh perbesok cape gangguan trs dah hr id ,neutral
min sumpah jam siang sampe gabisa udah ganti hari,neutral
min udh jam gabisa nyambung ya pdhl sinyal full modem nyala knp ni,negative
iya min kadang connect kadang g bisa g kabel dll semua oke min gimana yakok gini sih min,neutral
lama banget wee dr siang sampe skrg jg konek doang gabisa dipake,neutral
wkwkwkwkwk,neutral
sama nih  pagi ngadat ngga sinyal internet modem hijau semua parah,negative
 mati internet sebulan mesti kali sekarang mati ngga reakasi perbaikan capek dah,negative
dm kak tombolnya ,neutral
internetnya min,neutral
minggu siang aja min biar teknisinya dapet lemburan,neutral
andronugra malem admin apakah gangguan malem ini klo iya smpe kapan makasih ,negative
apakah malam gangguan,neutral
selamat malam first people mhn maaf ketidaknyamanannya untuk gan,positive
masuk aplikasinya aja gabisa,negative
selamat malam first people mhn maaf ketidaknyamanannya mohon infokan digit nomor pelanggannya via dm cek ya terimakasih ^yos,positive
gangguan kah,neutral
nah device hp gimana beliin laptop min,neutral
sebelumnya sore teknisi  udah kesini benerin udah bener pas malem error kaya gitu,neutral
ini layanan putus sambung hari dan kontrol backend kalian what a solution,negative
bagaimana device handphone gak pake kabel lan,neutral
baik kirimkan teknisi saya tunggu besok,positive
suka lemot kak,negative
apa dibuatkan jadwal kunjungan teknisi rmh ada trouble jaringantks,negative
saya ingjn konfirmasi teknisi,neutral
id status online tpi internet tersambung mohon dibantu,negative
malam min mohon bantu hapus channel  sport x nonton sport min no akun ,positive
id halo min nanya dong wifi konek login ya padahal udah bayar loh ,neutral
ok tunggu,neutral
bener aja malem signalnya ga mulu belajar gw wehhhhh besok ujiannn,negative
nih min ,neutral
x jam gangguan internet februari min bayarnya full kompensasi pengurangan tolong gangguan,negative
lemot banget udah refresh website lemot,negative
gimana ndak nonton netflix,neutral
nice bgt ,positive
internet problem po min ,neutral
belum nyoba home terendahnya  nih orang ,neutral
 gabisa buka mbanking loh becandaaa bangett,negative
 gelar vaksinasi booster senayan city ,neutral
sumpah nangis bgt gue ,negative
pringsewu  kgk sih lemot bgt indie indie,negative
yaallah  kemaren lemot bgt sampe gitu,negative
jaringan  udh kayak merek plat merah yaa minggu ini thankss  ketidak stabilan wifinya ,negative
ganti ,neutral
temen temen pake ,neutral
ganti  aja ye indirumah kelewatan lemotnya,negative
halo  tolong respond dm ya thanks,positive
makanya pake ,positive
ayo beralih ,positive
 fix your shit,negative
ganti  guys ,positive
 ngga disini udah dimonopoli indihom,neutral
mau kontak sales  gak,positive
[tf] yg kerja   gak disini rep,neutral
gandeng senayan city  gelar sentra vaksinasi booster masyarakat ,neutral
gimana kak jadine pasang ,positive
 gangguan ,negative
gue udh beralih  tai,negative
eh  kenceng bgt,positive
anjir langganan  ,neutral
dikandani ganti ,negative
tenryata yg mnegeluh  lemot tida ak hnghg,negative
segeraaaaaaa kerjaan terganggu iniayoo ayoo  km bisaa,negative
buka twitter liat timeline buka twitter marahmarah besok kalo udah alternatif  udah on progress masuk komplek langsung gw putus indigo,negative
hallo sobat  uda jumat aja nih semoga hati berkah  ,positive
sudah los  ,negative
setiap selalau ngebayangin buka bisnis apa aja bingung impian ntah gimana mencapainya mulai cari referensi motivasi deh  bantu mewujudkan mimpiku ,neutral
jumat berkah tak sempurna internet  ,neutral
hai kak wepi informasikan jatuh tempo pembayaran  tanggal bulannya jangan telat ya dikenakan denda pastinya jaringan kakak terisolir ,positive
hallo kak kuota &amp, pulsa  telkomsel three axis murahmurah banget fast process yuk menit aja langsung masuuuk payment all ewallet bank qris tyang jual yg pulsa kuota isat tri axis tsel 
lupa hr ,neutral
kuota  murah ada ,positive
ready kuota  murah full kuota utama available for gb k gb k t kuota isat im gb ,positive
pake kartu  lelet parah kouta serasa gak kouta jirr ,negative
yg pake  tolong ga,neutral
sahabat kenalin nih salah perempuan tangguh berkiprah bidang teknologi telekomunikasi ia rasidah rauf at,positive
ya allah ,neutral
 bgst,negative
 ngapa dah login game aja susah gini,negative
ya sinyalnya jelek mulu sih tolong bagusin sinyalnya kayak sebelumnya ya semenjak gabung tri banget kendalanya gc beli paketan internee pulsa kesedot sinyalnya gc jelas,negative
xl  cari jaringannya bagus ketiga murah murah,positive
emang customer service provider mobile data gak helpful banget gak xl gak telkomsel gak  borderline useless,positive
kuota  murah full jam hari tanpa unreg bisa langsung hubungi cek nomornya dapet promo saja nomor berbeda ,positive
terima pendaftaran agen pulsa kotamu bonus saldo akun # ,positive
sumpah frustrasi banget  ilangan,negative
bukan ngatain km ntu jaringan  ky tai,negative
selamat malam nomor  no signal ya gak dipake sekali dari pagi terus bisa tolong dibantu ya terima kasih,positive
 anjing,negative
asli  dah lemot,negative
nyari kuota  bulanan yt premium private ,positive
sebel bgt  ,negative
halo rocketer mohon maaf ketidaknyamanannya untuk  perluasan area jika kendala internet notifikasi via emailmohon menunggu normal yaa terimakasih,positive
baik kak terima kasih kepercayaan kakak  ya thanks ^^,positive
gila dah setaun pindah haluan  cbn belom gangguannn keren,positive
yuk kak kaka nyaman  sungkan bantuan mimn via dm ya kak terima kasih arnold,positive
baik teman  terima kasih saran masukkannya  berinovasi kenyamanan terima kasih mandala,positive
jangan lupa kepoin nya link tetap jaga kesehatan lupa pakai masker ya kak terima kasih sobat setia  mandala,positive
hai teman  yg mimin bantu seputar nya terima kasih el,positive
alhamdulillah kenceng pake ,positive
wih kabar gembira banget nih kak moment yg ditunggu tunggu nonston streaming anti ribet anti buffering cuman  aja deh teman  terima kasih teman  el,positive
semoga jam siang jaringan  nggak kayak tai,positive
capek bgt sumpah  pdhl ngk beli apa tiba kesedot ae pulsa w,negative
pesan online aja bang klo sinyalnya ga lancar pakai  unlimited x besar lancar deh pesan onlinenya biar cepat,positive
 u ngapa siiii,negative
hi teman  kesel banget asikasik internetan gangguan tenang mimin bantu kakak yuk infokan nomor  tipe perangkat titik koordinat lokasi yg berkendala via dm terima kasih mandala,positive
smafren kenapa hah,negative
kami tampung yg pulsa  nya lebih ditukar duit ayo nego wa ,positive
sebelahnya  ya setuju itu enak,positive
ayooo merapat jembeeer gunain nya ya kak terimakasih teman  gohan,positive
 lelet bgt cokkk asu,negative
 disuruh stay safe and do not ever forget me ,positive
malam teman  mimin bantu terkait  terima kasih gohan,positive
wooow pastinya teman   yg kaya gini ya kak yuk kepoin nya kak terima kasih dewa,positive
mantap teman   yg wujudkan tersebut terus setia  ya kak tetap jaga kesehatan lupa pakai masker ya kak terimakasih teman  gohan,positive
beneer bangeet teman  streamingnya gunain paket nya mantuuul deh kak gunain nya ya kak tetap jaga kesehatan ya kak terimakasih teman  gohan,positive
meskipun dirumah merasakan serasa mandalika nonton gratis premium vision dr ,positive
iya teman  mimin infokan utk paketnya promo menarik loh paket unlimited double fup info produk  cek link terima kasih teman  dul,positive
beuhhh seneng ga ketulungan deh kak pokoknya mantul banget deh  ya kak terima kasiharlan,positive
iya teman smartfre lupa kartu  dimanapun akses inet info produk  cek link terima kasih teman  dul,positive
wahhh pecinta motogp senang banget nonton gratis ,positive
wahhh mimin ga sabar nih kak pasti seru banget deh kak jangan sampe kelewat keseruannya ya kak dan lupa akses internet nya ya kak tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman arlan,positive
bener kece abis  programnya yg keren menarik,positive
asikk semoga dpt kesempatan liburan negeri bareng keluarga oke,positive
waah seneng banget nih yg nikmatin akses ngebutnya  mantul banget ya kak terima kasih ben,positive
pastinya teman  cuman aja kecepatan internetnya wuzz wuzz kalah kecepatan mobil f tetap jaga kesehatan lupa pake masker terimakasih teman  gohan,positive
spesial paket on aktif th cuma rb total kuota gb gbbl blbonusnya mingguan kunjungi s&amp,kcsurb 
yomaan sellalu menguntungkan teman  nyari yg gak menguntungkan terus gunain nya ya kak terima kasih ben,positive
pengguna  langsung dapet akses gratis nonton motogp keren min&lt,
mutualan ig sec acc ga pengen bikin sec acc post challenge  kalo replay ya ku follow follback ya,positive
teman  kirim pesan dm ya siap kak mimin cek ya terima kasih gohan,positive
bener banget nih kak udah koneksi kejaga pastinya hubungan ama doi langgeng deh info lengkap seputar  kk cek yah kak terima kasih el,positive
pake  jaringannya buruk bgt,negative
hai kak  provider terluas loh indonesia pastinya udah ga diragukan kualitas jaringan internetnya yuk cobain akses nya udah hemat trus internetan sepuasnya terima kasih teman setia  rendi,positive
direct release tingkatkan kualitas jaringan persiapan ramadan  perluas coverage nasional ,positive
 ga smart anjg,negative
eh lucu jg yo lek duwe ayang kontak e ayang  gpunya ayang,positive
hi teman  lupa gunain streamingannya pake  biar lancar anti buffering deh kak terima kasih el,positive
beli kuota yg gb utk hari udh abis cm aja alhasil td beli lg yg gb jg miskin dh ngiritttt oey rindu kuota  yg unlimited jam malam,positive
sambut ramadan  perluas coverage nasional ,positive
mantul teman  gak salah pilih kartu  akses inet lancar lupa ajak yg heheeterima kasih teman  dul,positive
sayang banget teman  yuk ketinggalan ya terima kasih dul,positive
sayang banget teman  blm nikmati layanan  dgn baik mimin pengen banget bantu kendala kakak yuk infokan detail kendalanya no  tipe perangkat via dm ya kak terima kasih dul,positive
mantap bgt kakkkk emang pengertian bgt setia nya ya kak info lengkap seputar  kaka cek terima kasih nadyn,positive
udah banget  tuh gak tanggungtanggung kasih promo hemat untung deh pake  info kakak cek terima kasihhilya,positive
yuhuuuu gaspol nonton jagoan motogp ngebut bareng  vision nonton sepuasnya hp capcus nguengngueng bareng mimin tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman  via,positive
ini nih ditungguin mantap banget emang  mah ,positive
wuidihhh mantab nih promonya jam bebas buka aplikasi mana lainnya  coyyy,positive
amin kak mimin doakan rejekinya lancar ya biar traveling nih negara nanti update sosial medianya pake jaringan  yg stabil anti ngelag terima kasih teman setia  hilya,positive
beuhhh bener banget kak kapan beli hp dpt bonus kuota  kuy beli hpnya kak tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman arlan,positive
iya pakenya  nich,positive
benci banget kalo paket inet  ga jelas bangke emang,negative
yuk kak kuota  nya fast proses trusted dana ovo gopay qris shopeepay wa dm testi ,positive
udah lega d tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman  via,positive
ikutan kak biar kakak ikutin keseruannya kak jangan lupa internetan nya ya kak tetap jaga kesehatan lupa pakai masker ya kak terima kasih teman arlan,positive
yg dikejar deadline streamingan udah ngga kesel hatinya sinyal yg nyandet pake  unlimited nonstop benefit lancar jaya sinyalnya thanks kak rekomendasinya ,positive
zaman skrng koneksi internet yg bagus udah jd kebutuhanbuat yg internetan dgn lancar mbk mer,positive
salah kekhawatiran sekolah online tuh internet kita pinterpinter cari provider yg tahan banting nih bu,positive
kenapa ditempat lelet ya telkomsel,negative
sekarang enak semoga kaga ngadi aja sinyalnya,positive
hai kak rose maaf ya terkait keluhan sinyal yuk infoin no hp tgl kejadian lokasi lengkap min leurahan no telkomsel yg berkendala via dm biar ifa bantu cek tks ifa,positive
santuy min dhira ngeroasting sodara lu yg kalo dibawa kota sinyalnya mudap madip alias bikin ambyar mood orang,positive
halo min kartu g kena blokir dipake lgi apa benerin lg ngga min,positive
mohon cek dm secepatnya,positive
simpati ngampass,negative
paket murmer ya deh harus terima resiko nya,neutral
jaringan telkomsel g mandalika dapat apresiasi terbaik jurnalis motogp simon petterson bahka,positive
mau beli paket telkomsel kayak masuk labirin susah,positive
gw kaget jaringan telkomsel cepet,positive
udah cek dm mbak,positive
pindah bang,neutral
bismilah komisaris telkomsel,neutral
tapi anakannya si byu kaga segitu dimari om ngeselin banget,negative
ready kuota telkomsel yuk cek nomer ya legal via aplikasi kuota dm wa ya harga under aplikasi fast gift transfer ya ,positive
pencitraan telkomnya hbs motogp lelet,positive
keren om mantul pokoknya,positive
keren internet speed g telkomsel kawasan mandalika lombok apreiasi jurnalis motogp ,positive
surprise surprise,neutral
hai kak wawan makasih feedback diberikan telkomsel berupaya terbaik pelanggan tetap setia produk telkomsel ya kak sehat kak rian,positive
bisa cod,neutral
kenapa telkomsel lemot banget ya padhal bar sinyal,negative
telkomsel g maksimal kebutuhan telekomunikasi mandalika dapat apresiasu jurnalis motogp simon patter,negative
hai kak maaf ya mengenai tarif paket penyesuaian ya kak yang salah upaya telkomsel menjaga kualitas layanan pelanggan menikmati layanan telkomsel manapun pelanggan berada tks rian,positive
telkomsel sih kesel bgt pagi,negative
balikin kuota murah min kyk kmaren mahal kuota skarang,negative
sepertinya gak akses twitter ya,negative
lho telkomsel cepet ya,positive
banyak aktivitas butuh koneksi internet keluarga rumah saatnya cobain telkomsel orbit dapatka,positive
keadaan kayak gini banget kita setuju gak auto bingung bereaksi kayak gimana kalo atasan ti,neutral
setuju gak sih gaes kacang ora ninggal lanjaran kalau mimin sih setuju banget~ soalnya gimanapun kebiasaan sif,positive
jaringan telkomsel tain acong,negative
kode referral usahaku gb telkomsel terbaru ,neutral
hai kak ade maaf ya mengenai harga paket penyesuaian ya kak yang salah upaya telkomsel menjaga kualitas layanan pelanggan menikmati layanan telkomsel manapun pelanggan berada tks rian,positive
paket data telkomsel naek harganya,negative
halo admin paket masuk,positive
telkomsel nih bos ,positive
beli router orbit lancar setelahnya sinyal ilang ilangan bikin susah,negative
masalahnya dipelosok desa orbit gg masukbahkan indiehome kaga adabahkan sinyal hp susah trus solusi gimana ,negative
min klo langganan channel spotv doang kena tarif brp caranya gmn,positive
mohon info no pelanggan service status online internetnya dipakai min ,positive
wifi mati,negative
min daerah tangsel error tolong dibales ya,negative
ko bngt min padhl bayarnya wktu tp bngt eror,negative
iya min lag bgt ya id ,negative
kompensasi nyata cuman ucapan kompensasinya bayar pake duit daun gk murah kerja kayak tau minggu bisanya gangguan jaringan doang,negative
mis min wifinya banget eror knp ya,negative
min due date nya tanggal blok id ,
seharian mati nga beres ,negative
error lg tolong benerin jaringannya,negative
due date nya tgl mas blok,neutral
selamat pagiid koneksinya terputusmohon perbaikan krn koneksi utk meeting terima kasih,negative
setuju telat bayar dikit kena denda internet mati berjam kurangin tagihan ceban opportunity cost ceban ,negative
sebulan gangguan mulu blm pakai internet dgn normal abis dibayar sih bilang kasih kompensasi cuman doang ngotak dikit sampe malem kompensasinya gede kek free potongan ,negative
min tolong id internet gbs buka yt web dll kenapa kalo browsing google gabisa masuk web nya urgent,negative
gua pake gara ga opsi indiehome belon masuk daerah gua knp kantor telkom deket sini kemaren my republic gali kabel begitu beres gua pindah,negative
oi ngerti bahasa indonesia kan pokoknya sampe jam belon beres gua gratis,negative
sekali kemarin perbaikan cukup,positive
pake  ajajarang banget bermasalah cepet penangananya klo komplein,positive
jam mati sakit jiwa lo ,negative
oi ngerti bahasa indonesia kan pokoknya sampe jam belon beres gua gratis jam mokad gratis dst dst lu gila mati service melulu jam berkali &amp, sanksi yg lo dapet dikurangin ceban pembayaran 
oke min,neutral
wifi ko lemot ya min,negative
min internet gabisa web yt dll andriyanriandicom,negative
busetlama banget min uda tgl maret jam maret jam jam,negative
id gangguan koneksi internetmohon diperbaiki diperhitungkan kompensasinya,negative
bisa dibantu refresh udah kali mati hidupkan tetep,negative
kurang minn,neutral
blm dm min,neutral
as always terima nasib aja klo udh kyk,neutral
sukurin,neutral
sudah pulih min terima kasih,positive
dm brooouu,positive
min nyala nya id pelanggan ,negative
min no id knp ngelag bgt td abis maghrib dibayar,negative
sudah min belom bisa no connect min thankyou,positive
min mati mulu ngapasi ah elah udh dri kemaren gangguan mulu,negative
please fix this issue asap,neutral
nugas nih gila banget,negative
minnn ko gabisa ni koneksi internetnya id mohon perbaiki ya minnn,negative
internetnya mati yaa,negative
ralat layanan berfungsi internet tv cable nya tgl sd maret ,negative
mantau cepet beresin gangguan melulu ini jam mantau apa berein cepet,negative
mohon klarifikasi nya adjusment tagihan dipotong rp layanan berfungsi internet tv cable nya tgl sd maret ,negative
tolong error dah rugi woi bayar error terus,negative
daerah malang emg down gimana nih udh jam loh,negative
gangguan melulu perbaikannya engga kira jam anak bikin tugas video clip prosesnya dikumpulkan kemarin malam eee mati internet ya engga disubmit tugas jam segini mati,negative
tolong wifi mati webinar crypto nih,negative
banget min aja sampe,neutral
halo min tolong cek wifi eror id nya ,negative
jaringan nih mati hadehh,negative
dm aja min tolooong,neutral
malam kak tau id pelanggan dgn nomor ,positive
yahh sabar sabar aja hehehe,neutral
udah seminggu responnya gitu mulu ah bosen jangan diteruskan &amp, dicek doang tp ditindaklanjuti dong dibeneriiiin
dari kemaren menunggu menunggu mulu ga,negative
kenapa menunggu tgl jadi menunggu jaringan internet itu,positive
refresh modem situ kaga min,neutral
anda baca tweet saya putusputus alias request time out setiap hari pemeliharaan jaringan tolol memakan jam disuruh menunggu then apa setelah nyala cire nya diulang o pemeliharaan jaringan lagi nunggu lg,neutral
saya menunggu tgl dibereskan alasan kq mutar aja kek jaringan internetnya,negative
maksudnya problem min gangguan kemarin pemeliharaan jaringan pemeliharaan jaringan kelar kq gangguan inhouse se yg yg mana sebelum pemeliharaan jaringan baik saja pemeliharaan jaringan kq pindah inhouse gangguannya,negative
udah aja,neutral
cek dm tolong min,positive
kalo kayak gini mending ganti provider deh,negative
masih ga connect device ,negative
menunggu teknisi brarti min,neutral
lampu power nyala pon hijau los mati kendala internet ,negative
males situ ngecek area yg gangguan heran akutu  banget gangguan mbok ya tolong sering mengecewakan konsumen yang ngeluh gak lho ini tapi pelanggan  seindonesia,negative
koq pemeliharaan tiba teknisi sebenarnya si,negative
indikator wifi modem menyala min dicoba restart hasilnya ,negative
biar sih bos koneksi ampas gangguan gak putus ditambah mati total sekali terus bayar juragan ,negative
iya ditunggu rincian nya ya,positive
sdf disini ada yg pake wifi  gak selama pemakaian gangguan enggk terimakasih [titipan],positive
bulan  masuk komplek sebentar lg byebye layanan isp yg bikin kesel sampe ubun ubun internet nya down mulu kaya skrg lg down ga akses inet tv kabel samsek tiap minggu aja gangguannya heran,positive
emang enak  drpd indihomo mahalan si,neutral
pro  si indihomo,neutral
dateng aja sekalian bawa tuh modem &amp, decoder bukannya jaga pelanggan yg udah langganan nyusahin bisanya sampe jam males bgt nungguin ampe sore mau dtg teknisi  siangnya
 ngapa sih ppq,negative
 gangguan kah,neutral
nyesel putus ama ,negative
 tp lumayan jg harganya,positive
 kontol,negative
pake  aja udh kenceng,positive
tp emg beda sih gabisa dblg  yg kt tmnku jrg error aja org dblg jelek,positive
kagak  pan adanya yg logo merah putih ni saingannya ,neutral
ganti  aja kalo kecover mah,negative
internet udah  tau laptopnya intel celeron ram gb,negative
 udah masuk daerah sy harganya lumayan mahal walapun dipasang fiber optik sih,negative
 ngenttoooooott matii ajaa lu kontol,negative
pake  kak,positive
coba  aja jgn ,positive
ganti ciba pake ,positive
selamat siang  apakah gangguan wilayah pondok gede bekasi kami terhubung wifi terhubung internet dan coba restart modem berhasil,positive
 berapaaaa duh ku pake tp gatau  jalurnya dpt ga ya rumahku udh gatahan pake mediapertama,positive
 emang msih error smpe sekarang,negative
 disini i hate it,negative
pengen banget beralih  sayang jaringannya nyampe perumahanku terpaksa bertahan fm,positive
 mati mulu pls,negative
 ama zoom apasi suaranya lancar tp video ga jalan,negative
wkwkwkwk sabar ya ka saranku coba kalo depok kota pake  sejauh aman banget tp jaksel sih ini kecepatanku ,positive
hai terkait layanan  mimin bantu thanks ^mng,positive
ini paketan  yg plg murah ,positive
tak pake my republic ,positive
cakepp,positive
siapa nih sobat suka belanja ecommerce nah kamu bayar tagihan layanan  ecommerce kesayangan kamu jadi praktis mudah bayar tagihan deh ,positive
 gblok,negative
yoooo mimin  borneo seneng banget anthony sinisuka ginting berhasil melaju quarter final dong n,positive
mantap banget nih ,positive
pagi dah meluncur batas kyk  aja ya ,positive
yuk dengerin lagulagu terbaik anak negeri aplikasi langit musik  tv ,positive
kalau sobat pengen nonton tayangan box office disney hotstar lsng aja langganan  aja ,positive
butuh internet rumah yg kencang kelebihannya yg  ,positive
pastikan internet sobat lancar,koneksinya  yah 
kpop lover nonton yuk kpop invasion streamingnya  jadi seru karna gak mikir kuota ,positive
seru banget hadiah gini thankyou ,positive
ini  yg gangguan emg whatsapp yg down ya,negative
woooi pagi jaringan  telkomsel lu menghilang bikin repot aja,negative
 gamer ayo ikutan ,neutral
ngga duludulu netflix emang diblok  tapi skrg udah ngga,negative
karaokean aja yuk pakai  tv nikmatin sabtu santuy aja euy ,positive
kak afriadi toya informasikan berhenti berlangganan bantu pengimputan data data dibutuhkan ya kak silakan menginformasikan data data lengkap dibutuhkan ,positive
 knp sih ya allah dr semalem gabisa konek internet,negative
kak mahes informasikan sod speed on demand fitur produk home internet  upgrade speed internet temporer sesuai kebutuhan kakak ,positive
jawab yah  akses netflix gak pakai vpn lagi heheh,positive
halo sobat maaf nyaman jika terkendala layanannya iskan bantu pengecekan ya berkenan informasikan data melaui dm ya kak atas nama nomor internet alamat pemasangan nomor hp utama alternatif iskan tunggu dm ya terima kasih iskan,positive
 gaje anjir,negative
bisa kak temenku titisan mbahnya awal kebuka pingsan sampe kerasukan sih alhamdulillah udah kuat kayak  gitu,positive
halo sobat ada mahes bantu seputar  nya mahes,positive
yang nonton motogp mandalika lupa nikmatin traktiran  cek yuk ,positive
hallo kak sofyan informasikan nomor  maksimal perangkat dengan username password sama terima kasih sofyan,positive
duh gatau kak gapake ,neutral
caffenya rame internetan ternyata pake  juga ,positive
menikmati malam jaringan super cepat  main game hambatan ,positive
dimana jaringan  andalkan ,positive
sumpah  prot prot nyusahin orang kerja menghambat orang kerja apa tida takut dosa menghambat rezeki orang,negative
ni hujan ngaruh k  y kyknya,neutral
mohon ampun ,neutral
halo kak zulfikar biar interaksi asik langsung detail keluhannya dm akun yuk iskan tunggu ya kak terima kasih iskan,positive
hai sobat satu nomor  layanan add on seamless maksimun user gadget berbedabeda setiap user dikenakan biaya rpbulan belum ppn ahda,positive
halo dm mimin nomor id pelanggan ya dibantu pengecekan tks^hdr,neutral
halo kak andri maaf nyaman setelah iskan cek nomor layanan kakak berakhiran terdaftar layanan bisnis tindak koneksi internetnya silakan menghubungi rekan melalui,positive
hallo kak jose akses internet maksimal bantu refresh sistem hal menyebabkan koneksi  nya mati sejenak silakan informasikan ,positive
gini jdi ank ,neutral
jgn kaya  pls ,neutral
sumpah ngakak gue nonton film lucu catchplay  tapi dah jam segini tidur ,neutral
ada yg pake  aku langganan yg mb mb,positive
ini knp  gw jaringan nya cuman ,neutral
dah min ah dah direspon,neutral
engga udah wkwkwkwk oke  sinyalnya,positive
[askrl] pake  kalian pake paket internet apa,positive
program tertentunya contohnya program im  juga,neutral
hari ikutan gaes pulsa total jt rupiah lho caranya follow ,positive
harapan nya ya sinyaljaringan harga paket internet nya untuk jaringan daerah pelosok speedny lancar sampe mbps klo kota speed ny down semoga kedepannya jaringanny diperkuat ,positive
wah keren,positive
iya jual ,neutral
jaringan  m hilang kecamatan sekolaq darat kabupaten kutai barat ini tolong diperbaiki jaringannya,negative
 kenapasi tailah,negative
uda ngomong,neutral
selamat mencoba kutunggu kedatanganmu,positive
 nder wkwk tp sabar jaringan kdg lemot xixi,negative
 suka korupsi kuota,negative
 suka kesedot,neutral
gak papa daijoubu,neutral
 kntlll mahal ngadi aja sinyalnya ,negative
setres bgt gueee  error pagi sengaja nugas malem kirain udh belom yaallah istighfar mah tugas terbengkalai,negative
engga  gangguan ajggggg,negative
seriusan nih ga bisa,negative
halo  jaringannya daerah tangsel saya ganti jelek lag jaringan ngga stabil terima kasih,negative
ntah salahnya udh mlm jaringan wifi gak sekali selalu dikasih info tp perbaikan jaringan sampe hari merepotkan ya,negative
byu  aneh banget anjnggggggg lemot banget kenapasihhhh gue kerja woi,negative
 jarang bgt gangguan tp sekalinya gangguan makan seharian hadehhhhhhh ,positive
terimakasih menghubungi  salam hangat customer care ,positive
 juga lemot,negative
 ga banget seharian mati nyala,negative
 daerah bogor dah jam error apa bayar billing gangguan jaringan jam ini,negative
 sekalinya gangguan lamaaa bangett,negative
 jelek bgt telkomsel jg ampas giliran gua udh bikin ppt cakep jd ruined recordingnya grgr gw ngelagggg anjing,negative
sumpah wifi  kenapasi siang gabisa dipake,negative
tumben banget ganggunya ,negative
tolong gua udh ngelilingin bogor sangking stress nya dirumah kirain udh lagi stress,negative
 bapuk dah tumben gangguan mulu,negative
 ngerti patah hati banner error biar gak nonton live stream,negative
 bapuk bener,neutral
dua kali bermasalah ni  becanda bgt yaampun untung atasan w meetingnya diundur,negative
koneksi highspeed fiber optic  bikin gaming aman lagging bayar tagihannya mudah via internet m,positive
 lg error gmn sih udh berhari ngadat mulu,negative
setauku isp   ndak vpn mngkin seller nya bkn bli netflix indo,neutral
hmmmmm bismillah  pls or else i will go for indihoe,neutral
pake  inii,positive
hari gini msh lemot ga deh ,negative
tenang teman  mimin bantu cek kendlanya yuks infokan datadatanya dm ya kak terimakasih gohan,positive
selamat kamu booster treasure hunt terimakasih partisipasi kamu smafren wow periode cek bonus info ,positive
 lemot bngett coookk,negative
sayang banget teman  nikmatin jaringan  luas silakan perangkatnya dicoba mode pesawat minimal menit dicoba kembali jika kendala infokan no  via dm ya kak terima kasih el,positive
jangan khawatir teman  mimin bantu kendalanya kakak merasakan lancarnya koneksi  yuk infokan no nya titik koordinat lokasi kendala via dm terima kasih el,positive
